date,time,T_cmb0,deltaT0,r_i,X_Mg_0,X_Si_0,X_O_0,fraction_MgFe_b,X_MgFeO_b,X_SiO2_b,nu_present,layer_thickness,overturn,ratio_ri
2018-03-01,06:52:31.497512,5000,2800,3480000,0.05,0.05,0.16,0.8,0.05,0.01,2000000000000000,1000,800,2.85245901639344
2018-03-01,06:52:40.872316,5250,2800,3393666.42491287,0.05,0.05,0.16,0.8,0.05,0.01,2000000000000000,1000,800,2.78169379091219
2018-03-01,06:52:49.992494,5500,2800,3194731.62607056,0.05,0.05,0.16,0.8,0.05,0.01,2000000000000000,1000,800,2.6186324803857
2018-03-01,06:52:58.524979,5000,2800,3346418.97893017,1E-05,1E-05,0.16,0.8,0.05,0.01,2E+016,1000,800,2.74296637617227
2018-03-01,06:53:08.606957,5250,2800,3242972.11541557,1E-05,1E-05,0.16,0.8,0.05,0.01,2E+016,1000,800,2.65817386509473
2018-03-01,06:53:18.205334,5500,2800,3138329.41346474,1E-05,1E-05,0.16,0.8,0.05,0.01,2E+016,1000,800,2.57240115857765
2018-03-01,06:53:28.285489,5000,2800,3115753.583296,1E-05,0.01,0.16,0.8,0.05,0.01,2E+016,1000,800,2.55389637975082
2018-03-01,06:53:37.038906,5250,2800,3005821.51246087,1E-05,0.01,0.16,0.8,0.05,0.01,2E+016,1000,800,2.46378812496792
2018-03-01,06:53:46.248919,5500,2800,2909888.08652639,1E-05,0.01,0.16,0.8,0.05,0.01,2E+016,1000,800,2.38515416928392
2018-03-01,06:53:55.179333,5000,2800,2944883.31236958,1E-05,0.025,0.16,0.8,0.05,0.01,2E+016,1000,800,2.4138387806308
2018-03-01,06:54:03.975074,5250,2800,2812914.35999867,1E-05,0.025,0.16,0.8,0.05,0.01,2E+016,1000,800,2.30566750819563
2018-03-01,06:54:13.099616,5500,2800,2720889.02894678,1E-05,0.025,0.16,0.8,0.05,0.01,2E+016,1000,800,2.23023690897277
2018-03-01,06:54:22.914640,5000,2800,2822512.43718163,1E-05,0.05,0.16,0.8,0.05,0.01,2E+016,1000,800,2.3135347845751
2018-03-01,06:54:31.861786,5250,2800,2638683.61527819,1E-05,0.05,0.16,0.8,0.05,0.01,2E+016,1000,800,2.16285542235917
2018-03-01,06:54:40.862895,5500,2800,2527329.2999033,1E-05,0.05,0.16,0.8,0.05,0.01,2E+016,1000,800,2.07158139336336
2018-03-01,06:54:48.473268,5000,2800,3132132.6641472,0.01,1E-05,0.16,0.8,0.05,0.01,2E+016,1000,800,2.56732185585836
2018-03-01,06:54:58.141001,5250,2800,3171986.81809306,0.01,1E-05,0.16,0.8,0.05,0.01,2E+016,1000,800,2.59998919515824
2018-03-01,06:55:06.005581,5500,2800,3032260.86985245,0.01,1E-05,0.16,0.8,0.05,0.01,2E+016,1000,800,2.48545972938725
2018-03-01,06:55:13.385369,5000,2800,2978207.96549827,0.01,0.01,0.16,0.8,0.05,0.01,2E+016,1000,800,2.44115407008055
2018-03-01,06:55:20.630308,5250,2800,2850281.65057507,0.01,0.01,0.16,0.8,0.05,0.01,2E+016,1000,800,2.3362964348976
2018-03-01,06:55:27.665856,5500,2800,2813113.75884088,0.01,0.01,0.16,0.8,0.05,0.01,2E+016,1000,800,2.30583094986958
2018-03-01,06:55:35.802825,5000,2800,2802824.44564899,0.01,0.025,0.16,0.8,0.05,0.01,2E+016,1000,800,2.29739708659753
2018-03-01,06:55:43.275690,5250,2800,2555546.75557619,0.01,0.025,0.16,0.8,0.05,0.01,2E+016,1000,800,2.09471045539032
2018-03-01,06:55:50.235146,5500,2800,2548442.5415456,0.01,0.025,0.16,0.8,0.05,0.01,2E+016,1000,800,2.08888732913573
2018-03-01,06:55:58.904964,5000,2800,2712886.67159356,0.01,0.05,0.16,0.8,0.05,0.01,2E+016,1000,800,2.22367759966685
2018-03-01,06:56:05.923715,5250,2800,2360763.69524491,0.01,0.05,0.16,0.8,0.05,0.01,2E+016,1000,800,1.93505220921714
2018-03-01,06:56:13.551144,5500,2800,2261923.12981229,0.01,0.05,0.16,0.8,0.05,0.01,2E+016,1000,800,1.85403535230516
2018-03-01,06:56:22.670643,5000,2800,3097161.42106121,0.025,1E-05,0.16,0.8,0.05,0.01,2E+016,1000,800,2.53865690250919
2018-03-01,06:56:31.371897,5250,2800,2878900.19863796,0.025,1E-05,0.16,0.8,0.05,0.01,2E+016,1000,800,2.35975426117866
2018-03-01,06:56:38.974816,5500,2800,2667581.08152033,0.025,1E-05,0.16,0.8,0.05,0.01,2E+016,1000,800,2.18654187009863
2018-03-01,06:56:47.143335,5000,2800,2999571.52978682,0.025,0.01,0.16,0.8,0.05,0.01,2E+016,1000,800,2.45866518834986
2018-03-01,06:56:55.063062,5250,2800,2756747.13793002,0.025,0.01,0.16,0.8,0.05,0.01,2E+016,1000,800,2.25962880158199
2018-03-01,06:57:01.502039,5500,2800,2500174.02938794,0.025,0.01,0.16,0.8,0.05,0.01,2E+016,1000,800,2.04932297490814
2018-03-01,06:57:12.260516,5000,2800,2839185.90189939,0.025,0.025,0.16,0.8,0.05,0.01,2E+016,1000,800,2.32720155893392
2018-03-01,06:57:20.937665,5250,2800,2539806.83938411,0.025,0.025,0.16,0.8,0.05,0.01,2E+016,1000,800,2.08180888474107
2018-03-01,06:57:27.164644,5500,2800,2174395.94200839,0.025,0.025,0.16,0.8,0.05,0.01,2E+016,1000,800,1.78229175574458
2018-03-01,06:57:35.572538,5000,2800,2696302.02849128,0.025,0.05,0.16,0.8,0.05,0.01,2E+016,1000,800,2.21008362991089
2018-03-01,06:57:44.618690,5250,2800,2309610.45990048,0.025,0.05,0.16,0.8,0.05,0.01,2E+016,1000,800,1.89312332778728
2018-03-01,06:57:52.202489,5500,2800,1782473.70946851,0.025,0.05,0.16,0.8,0.05,0.01,2E+016,1000,800,1.46104402415452
2018-03-01,06:58:00.569356,5000,2800,3078971.17098745,0.05,1E-05,0.16,0.8,0.05,0.01,2E+016,1000,800,2.52374686146512
2018-03-01,06:58:09.586215,5250,2800,2849019.91227339,0.05,1E-05,0.16,0.8,0.05,0.01,2E+016,1000,800,2.33526222317491
2018-03-01,06:58:17.650439,5500,2800,2581190.2009024,0.05,1E-05,0.16,0.8,0.05,0.01,2E+016,1000,800,2.11572967287082
2018-03-01,06:58:25.501962,5000,2800,2996469.31500312,0.05,0.01,0.16,0.8,0.05,0.01,2E+016,1000,800,2.45612238934682
2018-03-01,06:58:33.712228,5250,2800,2766704.08322516,0.05,0.01,0.16,0.8,0.05,0.01,2E+016,1000,800,2.26779023215177
2018-03-01,06:58:41.739888,5500,2800,2495249.15824449,0.05,0.01,0.16,0.8,0.05,0.01,2E+016,1000,800,2.04528619528237
2018-03-01,06:58:49.782278,5000,2800,2843737.84685128,0.05,0.025,0.16,0.8,0.05,0.01,2E+016,1000,800,2.33093266135351
2018-03-01,06:58:58.428111,5250,2800,2583221.4637489,0.05,0.025,0.16,0.8,0.05,0.01,2E+016,1000,800,2.11739464241713
2018-03-01,06:59:07.564247,5500,2800,2366413.48020836,0.05,0.025,0.16,0.8,0.05,0.01,2E+016,1000,800,1.93968318049865
2018-03-01,06:59:16.851993,5000,2800,2688953.11492963,0.05,0.05,0.16,0.8,0.05,0.01,2E+016,1000,800,2.20405993027019
2018-03-01,06:59:25.676827,5250,2800,2342402.21097211,0.05,0.05,0.16,0.8,0.05,0.01,2E+016,1000,800,1.92000181227222
2018-03-01,06:59:35.016375,5500,2800,1932460.64205178,0.05,0.05,0.16,0.8,0.05,0.01,2E+016,1000,800,1.58398413282933
2018-03-01,06:59:43.499346,5000,2800,2551292.63073297,1E-05,1E-05,0.16,0.8,0.05,0.01,2E+017,1000,800,2.09122346781391
2018-03-01,06:59:52.892089,5250,2800,2321719.26265037,1E-05,1E-05,0.16,0.8,0.05,0.01,2E+017,1000,800,1.90304857594293
2018-03-01,07:00:02.624291,5500,2800,2089460.58933384,1E-05,1E-05,0.16,0.8,0.05,0.01,2E+017,1000,800,1.71267261420807
2018-03-01,07:00:11.778273,5000,2800,2324770.24682802,1E-05,0.01,0.16,0.8,0.05,0.01,2E+017,1000,800,1.90554938264591
2018-03-01,07:00:20.478506,5250,2800,2057829.14896695,1E-05,0.01,0.16,0.8,0.05,0.01,2E+017,1000,800,1.68674520407127
2018-03-01,07:00:30.079007,5500,2800,1792352.1266322,1E-05,0.01,0.16,0.8,0.05,0.01,2E+017,1000,800,1.46914108740344
2018-03-01,07:00:39.360672,5000,2800,2127975.96503577,1E-05,0.025,0.16,0.8,0.05,0.01,2E+017,1000,800,1.74424259429162
2018-03-01,07:00:48.277158,5250,2800,1802499.1927051,1E-05,0.025,0.16,0.8,0.05,0.01,2E+017,1000,800,1.47745835467631
2018-03-01,07:00:57.154422,5500,2800,1498025.75381176,1E-05,0.025,0.16,0.8,0.05,0.01,2E+017,1000,800,1.22788996214078
2018-03-01,07:01:06.294119,5000,2800,1970363.42628516,1E-05,0.05,0.16,0.8,0.05,0.01,2E+017,1000,800,1.61505198875832
2018-03-01,07:01:15.781919,5250,2800,1537963.02219575,1E-05,0.05,0.16,0.8,0.05,0.01,2E+017,1000,800,1.2606254280293
2018-03-01,07:01:23.913428,5500,2800,1112601.27213604,1E-05,0.05,0.16,0.8,0.05,0.01,2E+017,1000,800,0.911968255849213
2018-03-01,07:01:31.398298,5000,2800,2363988.54811034,0.01,1E-05,0.16,0.8,0.05,0.01,2E+017,1000,800,1.93769553123798
2018-03-01,07:01:40.727408,5250,2800,2251137.18445923,0.01,1E-05,0.16,0.8,0.05,0.01,2E+017,1000,800,1.84519441349117
2018-03-01,07:01:49.485183,5500,2800,1967977.90355563,0.01,1E-05,0.16,0.8,0.05,0.01,2E+017,1000,800,1.61309664225871
2018-03-01,07:01:56.540448,5000,2800,2168425.67039722,0.01,0.01,0.16,0.8,0.05,0.01,2E+017,1000,800,1.77739809048953
2018-03-01,07:02:03.870145,5250,2800,1780939.0488137,0.01,0.01,0.16,0.8,0.05,0.01,2E+017,1000,800,1.459786105585
2018-03-01,07:02:09.775332,5500,2800,1503118.57553028,0.01,0.01,0.16,0.8,0.05,0.01,2E+017,1000,800,1.23206440617236
2018-03-01,07:02:18.048571,5000,2800,1941518.01753756,0.01,0.025,0.16,0.8,0.05,0.01,2E+017,1000,800,1.59140821109636
2018-03-01,07:02:25.211726,5250,2800,1310234.23729577,0.01,0.025,0.16,0.8,0.05,0.01,2E+017,1000,800,1.0739624895867
2018-03-01,07:02:32.256899,5500,2800,781290.593545212,0.01,0.025,0.16,0.8,0.05,0.01,2E+017,1000,800,0.640402125856731
2018-03-01,07:02:39.074590,5000,2800,1786324.08879612,0.01,0.05,0.16,0.8,0.05,0.01,2E+017,1000,800,1.4642000727837
2018-03-01,07:02:46.122093,5250,2800,839815.327563888,0.01,0.05,0.16,0.8,0.05,0.01,2E+017,1000,800,0.688373219314662
2018-03-01,07:02:52.151108,5500,2800,0,0.01,0.05,0.16,0.8,0.05,0.01,2E+017,1000,800,0
2018-03-01,07:03:00.313531,5000,2800,2327556.56047357,0.025,1E-05,0.16,0.8,0.05,0.01,2E+017,1000,800,1.90783324628981
2018-03-01,07:03:07.946441,5250,2800,1941872.59048928,0.025,1E-05,0.16,0.8,0.05,0.01,2E+017,1000,800,1.59169884466334
2018-03-01,07:03:15.454983,5500,2800,1485532.29572767,0.025,1E-05,0.16,0.8,0.05,0.01,2E+017,1000,800,1.21764942272759
2018-03-01,07:03:23.849385,5000,2800,2181603.01788491,0.025,0.01,0.16,0.8,0.05,0.01,2E+017,1000,800,1.78819919498763
2018-03-01,07:03:31.158140,5250,2800,1708248.0574902,0.025,0.01,0.16,0.8,0.05,0.01,2E+017,1000,800,1.40020332581164
2018-03-01,07:03:37.078256,5500,2800,1003154.95656181,0.025,0.01,0.16,0.8,0.05,0.01,2E+017,1000,800,0.822258161116238
2018-03-01,07:03:46.749165,5000,2800,1984530.7518064,0.025,0.025,0.16,0.8,0.05,0.01,2E+017,1000,800,1.62666455066098
2018-03-01,07:03:54.711965,5250,2800,1346465.72940285,0.025,0.025,0.16,0.8,0.05,0.01,2E+017,1000,800,1.10366043393677
2018-03-01,07:03:59.705318,5500,2800,0,0.025,0.025,0.16,0.8,0.05,0.01,2E+017,1000,800,0
2018-03-01,07:04:10.288609,5000,2800,1766133.50791471,0.025,0.05,0.16,0.8,0.05,0.01,2E+017,1000,800,1.44765041632353
2018-03-01,07:04:18.812727,5250,2800,751531.418215412,0.025,0.05,0.16,0.8,0.05,0.01,2E+017,1000,800,0.616009359192961
2018-03-01,07:04:24.623439,5500,2800,0,0.025,0.05,0.16,0.8,0.05,0.01,2E+017,1000,800,0
2018-03-01,07:04:32.977322,5000,2800,2307821.28302252,0.05,1E-05,0.16,0.8,0.05,0.01,2E+017,1000,800,1.89165678936272
2018-03-01,07:04:41.091870,5250,2800,1902568.66879509,0.05,1E-05,0.16,0.8,0.05,0.01,2E+017,1000,800,1.55948251540581
2018-03-01,07:04:48.931961,5500,2800,1320770.62635683,0.05,1E-05,0.16,0.8,0.05,0.01,2E+017,1000,800,1.08259887406298
2018-03-01,07:04:57.367662,5000,2800,2170994.01216904,0.05,0.01,0.16,0.8,0.05,0.01,2E+017,1000,800,1.77950328866315
2018-03-01,07:05:05.179782,5250,2800,1710932.901058,0.05,0.01,0.16,0.8,0.05,0.01,2E+017,1000,800,1.40240401726066
2018-03-01,07:05:13.230533,5500,2800,934672.106788763,0.05,0.01,0.16,0.8,0.05,0.01,2E+017,1000,800,0.766124677695707
2018-03-01,07:05:21.815798,5000,2800,1983054.59172822,0.05,0.025,0.16,0.8,0.05,0.01,2E+017,1000,800,1.62545458338378
2018-03-01,07:05:30.404658,5250,2800,1405474.23997484,0.05,0.025,0.16,0.8,0.05,0.01,2E+017,1000,800,1.15202806555315
2018-03-01,07:05:39.034229,5500,2800,274337.389051609,0.05,0.025,0.16,0.8,0.05,0.01,2E+017,1000,800,0.224866712337385
2018-03-01,07:05:47.747696,5000,2800,1752004.93321443,0.05,0.05,0.16,0.8,0.05,0.01,2E+017,1000,800,1.43606961738888
2018-03-01,07:05:56.306822,5250,2800,838429.854376762,0.05,0.05,0.16,0.8,0.05,0.01,2E+017,1000,800,0.687237585554723
2018-03-01,07:06:03.547498,5500,2800,0,0.05,0.05,0.16,0.8,0.05,0.01,2E+017,1000,800,0
2018-03-01,07:06:16.147286,5000,2800,3480000,1E-05,1E-05,0.16,0.8,0.05,0.01,2000000000000000,30,800,2.85245901639344
2018-03-01,07:06:25.726487,5250,2800,3480000,1E-05,1E-05,0.16,0.8,0.05,0.01,2000000000000000,30,800,2.85245901639344
2018-03-01,07:06:35.806711,5500,2800,3480000,1E-05,1E-05,0.16,0.8,0.05,0.01,2000000000000000,30,800,2.85245901639344
2018-03-01,07:06:57.581854,5000,2800,3480000,1E-05,0.01,0.16,0.8,0.05,0.01,2000000000000000,30,800,2.85245901639344
2018-03-01,07:07:12.939809,5250,2800,3480000,1E-05,0.01,0.16,0.8,0.05,0.01,2000000000000000,30,800,2.85245901639344
2018-03-01,07:07:26.510282,5500,2800,3480000,1E-05,0.01,0.16,0.8,0.05,0.01,2000000000000000,30,800,2.85245901639344
2018-03-01,07:07:41.232820,5000,2800,3480000,1E-05,0.025,0.16,0.8,0.05,0.01,2000000000000000,30,800,2.85245901639344
2018-03-01,07:07:56.447957,5250,2800,3480000,1E-05,0.025,0.16,0.8,0.05,0.01,2000000000000000,30,800,2.85245901639344
2018-03-01,07:08:10.923985,5500,2800,3473045.27214275,1E-05,0.025,0.16,0.8,0.05,0.01,2000000000000000,30,800,2.84675841978914
2018-03-01,07:08:25.397290,5000,2800,3480000,1E-05,0.05,0.16,0.8,0.05,0.01,2000000000000000,30,800,2.85245901639344
2018-03-01,07:08:39.946574,5250,2800,3454136.03353496,1E-05,0.05,0.16,0.8,0.05,0.01,2000000000000000,30,800,2.83125904388111
2018-03-01,07:08:54.638476,5500,2800,3362077.97327095,1E-05,0.05,0.16,0.8,0.05,0.01,2000000000000000,30,800,2.7558016174352
2018-03-01,07:09:04.489407,5000,2800,3480000,0.01,1E-05,0.16,0.8,0.05,0.01,2000000000000000,30,800,2.85245901639344
2018-03-01,07:09:16.814347,5250,2800,3480000,0.01,1E-05,0.16,0.8,0.05,0.01,2000000000000000,30,800,2.85245901639344
2018-03-01,07:09:28.318452,5500,2800,3480000,0.01,1E-05,0.16,0.8,0.05,0.01,2000000000000000,30,800,2.85245901639344
2018-03-01,07:09:41.006542,5000,2800,3480000,0.01,0.01,0.16,0.8,0.05,0.01,2000000000000000,30,800,2.85245901639344
2018-03-01,07:09:56.060660,5250,2800,3480000,0.01,0.01,0.16,0.8,0.05,0.01,2000000000000000,30,800,2.85245901639344
2018-03-01,07:10:09.731239,5500,2800,3480000,0.01,0.01,0.16,0.8,0.05,0.01,2000000000000000,30,800,2.85245901639344
2018-03-01,07:10:21.819043,5000,2800,3480000,0.01,0.025,0.16,0.8,0.05,0.01,2000000000000000,30,800,2.85245901639344
2018-03-01,07:10:35.342524,5250,2800,3480000,0.01,0.025,0.16,0.8,0.05,0.01,2000000000000000,30,800,2.85245901639344
2018-03-01,07:10:49.444945,5500,2800,3480000,0.01,0.025,0.16,0.8,0.05,0.01,2000000000000000,30,800,2.85245901639344
2018-03-01,07:11:02.219832,5000,2800,3422328.7503079,0.01,0.05,0.16,0.8,0.05,0.01,2000000000000000,30,800,2.80518750025238
2018-03-01,07:11:14.036537,5250,2800,3397406.95615628,0.01,0.05,0.16,0.8,0.05,0.01,2000000000000000,30,800,2.7847598001281
2018-03-01,07:11:27.676880,5500,2800,3480000,0.01,0.05,0.16,0.8,0.05,0.01,2000000000000000,30,800,2.85245901639344
2018-03-01,07:11:38.304371,5000,2800,3480000,0.025,1E-05,0.16,0.8,0.05,0.01,2000000000000000,30,800,2.85245901639344
2018-03-01,07:11:47.653524,5250,2800,3480000,0.025,1E-05,0.16,0.8,0.05,0.01,2000000000000000,30,800,2.85245901639344
2018-03-01,07:11:58.369859,5500,2800,3480000,0.025,1E-05,0.16,0.8,0.05,0.01,2000000000000000,30,800,2.85245901639344
2018-03-01,07:12:11.596541,5000,2800,3480000,0.025,0.01,0.16,0.8,0.05,0.01,2000000000000000,30,800,2.85245901639344
2018-03-01,07:12:21.905308,5250,2800,3455367.77532137,0.025,0.01,0.16,0.8,0.05,0.01,2000000000000000,30,800,2.8322686682962
2018-03-01,07:12:33.582096,5500,2800,3376998.2328582,0.025,0.01,0.16,0.8,0.05,0.01,2000000000000000,30,800,2.76803133840836
2018-03-01,07:12:42.895667,5000,2800,3467347.44452186,0.025,0.025,0.16,0.8,0.05,0.01,2000000000000000,30,800,2.84208806928022
2018-03-01,07:12:52.935943,5250,2800,3319951.83485895,0.025,0.025,0.16,0.8,0.05,0.01,2000000000000000,30,800,2.72127199578602
2018-03-01,07:13:06.009385,5500,2800,3247704.13798811,0.025,0.025,0.16,0.8,0.05,0.01,2000000000000000,30,800,2.6620525721214
2018-03-01,07:13:18.473935,5000,2800,3375808.27856747,0.025,0.05,0.16,0.8,0.05,0.01,2000000000000000,30,800,2.76705596603891
2018-03-01,07:13:30.125619,5250,2800,3186658.79285903,0.025,0.05,0.16,0.8,0.05,0.01,2000000000000000,30,800,2.61201540398281
2018-03-01,07:13:41.873542,5500,2800,3093023.41687507,0.025,0.05,0.16,0.8,0.05,0.01,2000000000000000,30,800,2.53526509579923
2018-03-01,07:13:53.430502,5000,2800,3480000,0.05,1E-05,0.16,0.8,0.05,0.01,2000000000000000,30,800,2.85245901639344
2018-03-01,07:14:03.657043,5250,2800,3480000,0.05,1E-05,0.16,0.8,0.05,0.01,2000000000000000,30,800,2.85245901639344
2018-03-01,07:14:11.508916,5500,2800,3416167.47613476,0.05,1E-05,0.16,0.8,0.05,0.01,2000000000000000,30,800,2.80013727552029
2018-03-01,07:14:26.163574,5000,2800,3480000,0.05,0.01,0.16,0.8,0.05,0.01,2000000000000000,30,800,2.85245901639344
2018-03-01,07:14:35.477747,5250,2800,3442767.9756126,0.05,0.01,0.16,0.8,0.05,0.01,2000000000000000,30,800,2.82194096361688
2018-03-01,07:14:45.159249,5500,2800,3283569.09417836,0.05,0.01,0.16,0.8,0.05,0.01,2000000000000000,30,800,2.69145007719538
2018-03-01,07:14:57.399575,5000,2800,3470736.73863903,0.05,0.025,0.16,0.8,0.05,0.01,2000000000000000,30,800,2.84486617921232
2018-03-01,07:15:08.816769,5250,2800,3306524.36871701,0.05,0.025,0.16,0.8,0.05,0.01,2000000000000000,30,800,2.71026587599755
2018-03-01,07:15:20.588971,5500,2800,3128153.34089617,0.05,0.025,0.16,0.8,0.05,0.01,2000000000000000,30,800,2.56406011548866
2018-03-01,07:15:33.248435,5000,2800,3375113.39051707,0.05,0.05,0.16,0.8,0.05,0.01,2000000000000000,30,800,2.76648638566973
2018-03-01,07:15:44.154521,5250,2800,3183066.86697218,0.05,0.05,0.16,0.8,0.05,0.01,2000000000000000,30,800,2.60907120243622
2018-03-01,07:15:55.155816,5500,2800,2979083.30129371,0.05,0.05,0.16,0.8,0.05,0.01,2000000000000000,30,800,2.44187155843746
2018-03-01,07:16:04.144518,5000,2800,2875505.96237646,1E-05,1E-05,0.16,0.8,0.05,0.01,2E+016,30,800,2.35697210030857
2018-03-01,07:16:12.659077,5250,2800,2709166.39591337,1E-05,1E-05,0.16,0.8,0.05,0.01,2E+016,30,800,2.22062819337162
2018-03-01,07:16:20.256520,5500,2800,2542253.02822853,1E-05,1E-05,0.16,0.8,0.05,0.01,2E+016,30,800,2.08381395756437
2018-03-01,07:16:33.240657,5000,2800,2883024.84540394,1E-05,0.01,0.16,0.8,0.05,0.01,2E+016,30,800,2.36313511918356
2018-03-01,07:16:47.267325,5250,2800,2689109.92446644,1E-05,0.01,0.16,0.8,0.05,0.01,2E+016,30,800,2.20418846267741
2018-03-01,07:16:59.799876,5500,2800,2485148.65267559,1E-05,0.01,0.16,0.8,0.05,0.01,2E+016,30,800,2.03700709235704
2018-03-01,07:17:13.812521,5000,2800,2844673.74509802,1E-05,0.025,0.16,0.8,0.05,0.01,2E+016,30,800,2.33169979106395
2018-03-01,07:17:27.256131,5250,2800,2639925.33938352,1E-05,0.025,0.16,0.8,0.05,0.01,2E+016,30,800,2.16387322900288
2018-03-01,07:17:41.924611,5500,2800,2419708.22362208,1E-05,0.025,0.16,0.8,0.05,0.01,2E+016,30,800,1.98336739641154
2018-03-01,07:17:54.820921,5000,2800,2737548.92528721,1E-05,0.05,0.16,0.8,0.05,0.01,2E+016,30,800,2.24389256171083
2018-03-01,07:18:08.618616,5250,2800,2517103.51826248,1E-05,0.05,0.16,0.8,0.05,0.01,2E+016,30,800,2.06319960513318
2018-03-01,07:18:23.547799,5500,2800,2292996.18833212,1E-05,0.05,0.16,0.8,0.05,0.01,2E+016,30,800,1.87950507240337
2018-03-01,07:18:30.085116,5000,2800,2828058.51667808,0.01,1E-05,0.16,0.8,0.05,0.01,2E+016,30,800,2.31808075137547
2018-03-01,07:18:42.623183,5250,2800,2689703.08072269,0.01,1E-05,0.16,0.8,0.05,0.01,2E+016,30,800,2.20467465633007
2018-03-01,07:18:50.754885,5500,2800,2473566.03378221,0.01,1E-05,0.16,0.8,0.05,0.01,2E+016,30,800,2.02751314244444
2018-03-01,07:19:00.828818,5000,2800,2745868.24100353,0.01,0.01,0.16,0.8,0.05,0.01,2E+016,30,800,2.25071167295372
2018-03-01,07:19:11.601013,5250,2800,2646433.06612197,0.01,0.01,0.16,0.8,0.05,0.01,2E+016,30,800,2.16920743124752
2018-03-01,07:19:21.745067,5500,2800,2535009.07727424,0.01,0.01,0.16,0.8,0.05,0.01,2E+016,30,800,2.07787629284774
2018-03-01,07:19:31.967551,5000,2800,2672806.8523291,0.01,0.025,0.16,0.8,0.05,0.01,2E+016,30,800,2.19082528879435
2018-03-01,07:19:41.168851,5250,2800,2550651.95133963,0.01,0.025,0.16,0.8,0.05,0.01,2E+016,30,800,2.09069832077019
2018-03-01,07:19:51.239973,5500,2800,2466071.08621789,0.01,0.025,0.16,0.8,0.05,0.01,2E+016,30,800,2.02136974280155
2018-03-01,07:20:02.595586,5000,2800,2580530.03712709,0.01,0.05,0.16,0.8,0.05,0.01,2E+016,30,800,2.11518855502221
2018-03-01,07:20:12.183702,5250,2800,2349451.74676139,0.01,0.05,0.16,0.8,0.05,0.01,2E+016,30,800,1.92578012029623
2018-03-01,07:20:21.939345,5500,2800,2275489.81490511,0.01,0.05,0.16,0.8,0.05,0.01,2E+016,30,800,1.86515558598779
2018-03-01,07:20:31.240295,5000,2800,2827817.8920091,0.025,1E-05,0.16,0.8,0.05,0.01,2E+016,30,800,2.31788351804024
2018-03-01,07:20:38.678398,5250,2800,2600573.76845318,0.025,1E-05,0.16,0.8,0.05,0.01,2E+016,30,800,2.13161784299441
2018-03-01,07:20:47.175460,5500,2800,2377030.70523224,0.025,1E-05,0.16,0.8,0.05,0.01,2E+016,30,800,1.94838582396086
2018-03-01,07:20:56.840844,5000,2800,2735228.68687355,0.025,0.01,0.16,0.8,0.05,0.01,2E+016,30,800,2.24199072694554
2018-03-01,07:21:05.110498,5250,2800,2469281.36050919,0.025,0.01,0.16,0.8,0.05,0.01,2E+016,30,800,2.02400111517147
2018-03-01,07:21:15.722938,5500,2800,2241151.90645549,0.025,0.01,0.16,0.8,0.05,0.01,2E+016,30,800,1.83700975938975
2018-03-01,07:21:27.439491,5000,2800,2635648.31813613,0.025,0.025,0.16,0.8,0.05,0.01,2E+016,30,800,2.16036747388208
2018-03-01,07:21:38.406817,5250,2800,2324203.71828228,0.025,0.025,0.16,0.8,0.05,0.01,2E+016,30,800,1.90508501498548
2018-03-01,07:21:48.904000,5500,2800,2090052.00887797,0.025,0.025,0.16,0.8,0.05,0.01,2E+016,30,800,1.7131573843262
2018-03-01,07:22:02.211210,5000,2800,2550643.78352767,0.025,0.05,0.16,0.8,0.05,0.01,2E+016,30,800,2.09069162584235
2018-03-01,07:22:15.701932,5250,2800,2179787.94578228,0.025,0.05,0.16,0.8,0.05,0.01,2E+016,30,800,1.78671143096908
2018-03-01,07:22:25.663692,5500,2800,1910206.08128751,0.025,0.05,0.16,0.8,0.05,0.01,2E+016,30,800,1.56574268957993
2018-03-01,07:22:35.934195,5000,2800,2853655.81535296,0.05,1E-05,0.16,0.8,0.05,0.01,2E+016,30,800,2.33906214373193
2018-03-01,07:22:44.494128,5250,2800,2597156.73090403,0.05,1E-05,0.16,0.8,0.05,0.01,2E+016,30,800,2.12881699254429
2018-03-01,07:22:52.918547,5500,2800,2308873.2509721,0.05,1E-05,0.16,0.8,0.05,0.01,2E+016,30,800,1.89251905817385
2018-03-01,07:23:04.446504,5000,2800,2753470.64688208,0.05,0.01,0.16,0.8,0.05,0.01,2E+016,30,800,2.25694315318203
2018-03-01,07:23:14.720117,5250,2800,2468824.28854584,0.05,0.01,0.16,0.8,0.05,0.01,2E+016,30,800,2.02362646602118
2018-03-01,07:23:24.040496,5500,2800,2141668.78420405,0.05,0.01,0.16,0.8,0.05,0.01,2E+016,30,800,1.75546621656069
2018-03-01,07:23:35.550504,5000,2800,2644946.45376538,0.05,0.025,0.16,0.8,0.05,0.01,2E+016,30,800,2.167988896529
2018-03-01,07:23:46.650755,5250,2800,2318735.09726559,0.05,0.025,0.16,0.8,0.05,0.01,2E+016,30,800,1.90060253874229
2018-03-01,07:23:58.625635,5500,2800,1937401.45323272,0.05,0.025,0.16,0.8,0.05,0.01,2E+016,30,800,1.5880339780596
2018-03-01,07:24:10.218870,5000,2800,2550723.17847201,0.05,0.05,0.16,0.8,0.05,0.01,2E+016,30,800,2.09075670366559
2018-03-01,07:24:23.814750,5250,2800,2176283.23565752,0.05,0.05,0.16,0.8,0.05,0.01,2E+016,30,800,1.78383871775207
