2018-04-14 18:35:36.876679,nan,6300.0,1e-05,1e-05,1e-05,0.8,0.93,0.311,0.015,2e+17,2792.2278469700004,100,600
2018-04-14 18:36:02.983423,1357201.0538029252,6300.0,1e-05,1e-05,0.005009666666666666,0.8,0.93,0.311,0.015,2e+17,2792.2278469700004,100,600
2018-04-14 18:36:26.813303,1353701.3696336246,6300.0,1e-05,1e-05,0.010009333333333332,0.8,0.93,0.311,0.015,2e+17,2792.2278469700004,100,600
2018-04-14 18:36:49.159794,1349702.409265566,6300.0,1e-05,1e-05,0.015008999999999998,0.8,0.93,0.311,0.015,2e+17,2792.2278469700004,100,600
2018-04-14 18:37:10.443634,1337169.8207032345,6300.0,1e-05,1e-05,0.020008666666666664,0.8,0.93,0.311,0.015,2e+17,2792.2278469700004,100,600
2018-04-14 18:37:29.129416,1327907.0892945987,6300.0,1e-05,1e-05,0.02500833333333333,0.8,0.93,0.311,0.015,2e+17,2792.2278469700004,100,600
2018-04-14 18:37:52.264796,1311443.0033067886,6300.0,1e-05,1e-05,0.030007999999999996,0.8,0.93,0.311,0.015,2e+17,2792.2278469700004,100,600
2018-04-14 18:38:15.464626,1295348.239791349,6300.0,1e-05,1e-05,0.035007666666666666,0.8,0.93,0.311,0.015,2e+17,2792.2278469700004,100,600
2018-04-14 18:38:34.735563,1274673.7242794237,6300.0,1e-05,1e-05,0.04000733333333333,0.8,0.93,0.311,0.015,2e+17,2792.2278469700004,100,600
2018-04-14 18:38:52.821763,1254418.7342791497,6300.0,1e-05,1e-05,0.045007,0.8,0.93,0.311,0.015,2e+17,2792.2278469700004,100,600
2018-04-14 18:39:11.018332,1229747.1016120166,6300.0,1e-05,1e-05,0.050006666666666665,0.8,0.93,0.311,0.015,2e+17,2792.2278469700004,100,600
2018-04-14 18:39:29.122681,1202682.044386657,6300.0,1e-05,1e-05,0.05500633333333333,0.8,0.93,0.311,0.015,2e+17,2792.2278469700004,100,600
2018-04-14 18:39:48.266799,1174115.6087220786,6300.0,1e-05,1e-05,0.060006,0.8,0.93,0.311,0.015,2e+17,2792.2278469700004,100,600
2018-04-14 18:40:05.218530,1139439.8600636933,6300.0,1e-05,1e-05,0.06500566666666666,0.8,0.93,0.311,0.015,2e+17,2792.2278469700004,100,600
2018-04-14 18:40:24.981848,1101993.1295275285,6300.0,1e-05,1e-05,0.07000533333333332,0.8,0.93,0.311,0.015,2e+17,2792.2278469700004,100,600
2018-04-14 18:40:41.546726,1059340.779887003,6300.0,1e-05,1e-05,0.07500499999999999,0.8,0.93,0.311,0.015,2e+17,2792.2278469700004,100,600
2018-04-14 18:40:58.075719,1010722.1537222117,6300.0,1e-05,1e-05,0.08000466666666665,0.8,0.93,0.311,0.015,2e+17,2792.2278469700004,100,600
2018-04-14 18:41:15.438139,955754.8647948602,6300.0,1e-05,1e-05,0.08500433333333332,0.8,0.93,0.311,0.015,2e+17,2792.2278469700004,100,600
2018-04-14 18:41:34.043604,890962.7582702992,6300.0,1e-05,1e-05,0.09000399999999999,0.8,0.93,0.311,0.015,2e+17,2792.2278469700004,100,600
2018-04-14 18:41:52.625209,815755.1186205399,6300.0,1e-05,1e-05,0.09500366666666665,0.8,0.93,0.311,0.015,2e+17,2792.2278469700004,100,600
2018-04-14 18:42:11.284998,722250.9225914263,6300.0,1e-05,1e-05,0.10000333333333332,0.8,0.93,0.311,0.015,2e+17,2792.2278469700004,100,600
2018-04-14 18:42:28.106278,601053.1240678679,6300.0,1e-05,1e-05,0.10500299999999999,0.8,0.93,0.311,0.015,2e+17,2792.2278469700004,100,600
2018-04-14 18:42:46.140965,417866.73870100535,6300.0,1e-05,1e-05,0.11000266666666665,0.8,0.93,0.311,0.015,2e+17,2792.2278469700004,100,600
2018-04-14 18:43:01.922817,0.0,6300.0,1e-05,1e-05,0.11500233333333332,0.8,0.93,0.311,0.015,2e+17,2792.2278469700004,100,600
2018-04-14 18:43:17.060423,0.0,6300.0,1e-05,1e-05,0.12000199999999998,0.8,0.93,0.311,0.015,2e+17,2792.2278469700004,100,600
2018-04-14 18:43:30.995662,0.0,6300.0,1e-05,1e-05,0.12500166666666665,0.8,0.93,0.311,0.015,2e+17,2792.2278469700004,100,600
2018-04-14 18:43:47.031596,0.0,6300.0,1e-05,1e-05,0.13000133333333333,0.8,0.93,0.311,0.015,2e+17,2792.2278469700004,100,600
2018-04-14 18:44:02.373618,0.0,6300.0,1e-05,1e-05,0.13500099999999998,0.8,0.93,0.311,0.015,2e+17,2792.2278469700004,100,600
2018-04-14 18:44:18.531177,0.0,6300.0,1e-05,1e-05,0.14000066666666666,0.8,0.93,0.311,0.015,2e+17,2792.2278469700004,100,600
2018-04-14 18:44:36.150522,0.0,6300.0,1e-05,1e-05,0.14500033333333334,0.8,0.93,0.311,0.015,2e+17,2792.2278469700004,100,600
2018-04-14 18:44:51.180893,0.0,6300.0,1e-05,1e-05,0.15,0.8,0.93,0.311,0.015,2e+17,2792.2278469700004,100,600
2018-04-14 18:44:51.210096,nan,6300.0,1e-05,0.0050089999999999996,1e-05,0.8,0.93,0.311,0.015,2e+17,2792.2278469700004,100,600
2018-04-14 18:45:15.143514,1359247.9826119104,6300.0,1e-05,0.0050089999999999996,0.005009666666666666,0.8,0.93,0.311,0.015,2e+17,2792.2278469700004,100,600
2018-04-14 18:45:41.592316,1359013.4077544769,6300.0,1e-05,0.0050089999999999996,0.010009333333333332,0.8,0.93,0.311,0.015,2e+17,2792.2278469700004,100,600
2018-04-14 18:46:06.882683,1358955.5418231657,6300.0,1e-05,0.0050089999999999996,0.015008999999999998,0.8,0.93,0.311,0.015,2e+17,2792.2278469700004,100,600
2018-04-14 18:46:28.779901,1358872.1398042815,6300.0,1e-05,0.0050089999999999996,0.020008666666666664,0.8,0.93,0.311,0.015,2e+17,2792.2278469700004,100,600
2018-04-14 18:46:51.178322,1358999.0328086216,6300.0,1e-05,0.0050089999999999996,0.02500833333333333,0.8,0.93,0.311,0.015,2e+17,2792.2278469700004,100,600
2018-04-14 18:47:15.570506,1345204.001678314,6300.0,1e-05,0.0050089999999999996,0.030007999999999996,0.8,0.93,0.311,0.015,2e+17,2792.2278469700004,100,600
2018-04-14 18:47:38.584460,1277673.4757802822,6300.0,1e-05,0.0050089999999999996,0.035007666666666666,0.8,0.93,0.311,0.015,2e+17,2792.2278469700004,100,600
2018-04-14 18:47:58.187114,1180035.945709332,6300.0,1e-05,0.0050089999999999996,0.04000733333333333,0.8,0.93,0.311,0.015,2e+17,2792.2278469700004,100,600
2018-04-14 18:48:20.892424,1068854.116102963,6300.0,1e-05,0.0050089999999999996,0.045007,0.8,0.93,0.311,0.015,2e+17,2792.2278469700004,100,600
2018-04-14 18:48:50.943740,910930.107883482,6300.0,1e-05,0.0050089999999999996,0.050006666666666665,0.8,0.93,0.311,0.015,2e+17,2792.2278469700004,100,600
2018-04-14 18:49:16.739593,694707.1399245799,6300.0,1e-05,0.0050089999999999996,0.05500633333333333,0.8,0.93,0.311,0.015,2e+17,2792.2278469700004,100,600
2018-04-14 18:49:39.128137,321862.7818520129,6300.0,1e-05,0.0050089999999999996,0.060006,0.8,0.93,0.311,0.015,2e+17,2792.2278469700004,100,600
2018-04-14 18:50:01.028532,0.0,6300.0,1e-05,0.0050089999999999996,0.06500566666666666,0.8,0.93,0.311,0.015,2e+17,2792.2278469700004,100,600
2018-04-14 18:50:24.763635,0.0,6300.0,1e-05,0.0050089999999999996,0.07000533333333332,0.8,0.93,0.311,0.015,2e+17,2792.2278469700004,100,600
2018-04-14 18:50:43.940459,0.0,6300.0,1e-05,0.0050089999999999996,0.07500499999999999,0.8,0.93,0.311,0.015,2e+17,2792.2278469700004,100,600
2018-04-14 18:51:03.659337,0.0,6300.0,1e-05,0.0050089999999999996,0.08000466666666665,0.8,0.93,0.311,0.015,2e+17,2792.2278469700004,100,600
2018-04-14 18:51:23.380261,0.0,6300.0,1e-05,0.0050089999999999996,0.08500433333333332,0.8,0.93,0.311,0.015,2e+17,2792.2278469700004,100,600
2018-04-14 18:51:44.566299,0.0,6300.0,1e-05,0.0050089999999999996,0.09000399999999999,0.8,0.93,0.311,0.015,2e+17,2792.2278469700004,100,600
